id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
59,Alunos da jornada do ensino médio,arquivo_do_usuario,instituicoes,orientar,media,Onde o candidato pode conferir quais universidades estão oferecendo vagas?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
60,Alunos da jornada do ensino médio,arquivo_do_usuario,matricula,informar,alta,Qual é o procedimento para efetuar a matrícula caso o candidato seja selecionado pelo Sisu?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
61,Alunos da jornada do ensino médio,arquivo_do_usuario,matricula,orientar,alta,"Onde são informados os dias, horários e locais de atendimento para matrícula?","Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
62,Alunos da jornada do ensino médio,arquivo_do_usuario,matricula,orientar,alta,Quem define os procedimentos de matrícula após a aprovação no Sisu?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
63,Alunos da jornada do ensino médio,arquivo_do_usuario,matricula,orientar,alta,O que pode acontecer se o candidato não respeitar os prazos de matrícula definidos?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
64,Alunos da jornada do ensino médio,arquivo_do_usuario,matricula,orientar,alta,"A entrega da documentação é feita de forma digital, presencial ou ambas?","Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
65,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,É necessário cadastrar nova senha no gov.br para acesso ao Sisu?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
66,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,Como recuperar a senha de sua conta gov.br?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
67,Alunos da jornada do ensino médio,arquivo_do_usuario,inscricao,informar,baixa,Como o candidato pode acessar o sistema do Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
68,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,A conta gov.br é obrigatória para acessar o Sisu?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
69,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,Quais dados o candidato utiliza para fazer login no Sisu?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
70,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,O que o candidato deve fazer se esquecer a senha da conta gov.br?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
71,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,Onde é possível recuperar a senha da conta gov.br?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
72,Alunos da jornada do ensino médio,arquivo_do_usuario,acesso,informar,baixa,"Em caso de esquecimento da senha, o candidato precisa criar uma nova conta?","O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
73,Alunos da jornada do ensino médio,arquivo_do_usuario,resultado,informar,baixa,Como consultar o resultado do Sisu?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
74,Alunos da jornada do ensino médio,arquivo_do_usuario,resultado,informar,baixa,Onde o candidato pode consultar o resultado do Sisu?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
75,Alunos da jornada do ensino médio,arquivo_do_usuario,suporte,informar,baixa,Qual alternativa o candidato tem para obter informações além do Portal Acesso Único?,"Além do Portal Acesso Único, o aluno pode buscar informações nos canais oficiais da instituição e na Central de Atendimento do MEC, telefone 0800-616161.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
76,Alunos da jornada do ensino médio,arquivo_do_usuario,suporte,informar,baixa,Qual é o telefone da Central de Atendimento do MEC?,"Além do Portal Acesso Único, o aluno pode buscar informações nos canais oficiais da instituição e na Central de Atendimento do MEC, telefone 0800-616161.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
77,Alunos da jornada do ensino médio,arquivo_do_usuario,resultado,informar,baixa,Quem pode fornecer informações sobre o resultado do Sisu?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
78,Alunos da jornada do ensino médio,arquivo_do_usuario,beneficios,informar,baixa,Como funciona a bolsa permanência para estudantes do Sisu?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
79,Alunos da jornada do ensino médio,arquivo_do_usuario,beneficios,informar,baixa,O estudante aprovado pelo Sisu tem direito automático a benefícios financeiros?,"Aprovação no Sisu não dá benefício financeiro automático. Programas como assistência estudantil ou Bolsa Permanência têm regras próprias, critérios de elegibilidade e dependem da instituição ou do programa específico.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
80,Alunos da jornada do ensino médio,arquivo_do_usuario,cotas,informar,alta,Como me inscrever nas modalidades da Lei de Cotas?,"Para concorrer pelas cotas, o candidato deve selecionar a modalidade compatível com seu perfil e depois comprovar as informações exigidas pela instituição na matrícula. A resposta correta deve reforçar a necessidade de comprovação documental.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://www.gov.br/mec/pt-br/sisu,#REF!
81,Alunos da jornada do ensino médio,arquivo_do_usuario,cotas,informar,alta,Há oferta de vagas específicas para políticas de ações afirmativas no Sisu?,"A Lei de Cotas reserva parte das vagas para perfis definidos em lei e regulamentos, como estudantes de escola pública e outros grupos previstos nas regras vigentes. A aplicação prática depende da modalidade e da comprovação exigida pela instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://www.gov.br/mec/pt-br/sisu,#REF!
